"NoForm","sHogar","CodPersona","P_003","P_004","P_006","P_007","P_014","P_015","P_016","P_017","P_018","P_019","P_020","P_021","P_022","P_023","P_024","P_025","P_026","P_027","P_028","P_029","P_030","P_031","P_032","P_033","P_034","P_035","P_036","P_037","P_038","P_039","P_040","P_041","P_042","P_043","P_044","P_045","P_046","P_047","P_048","P_049","P_050","P_051","P_052","P_053","P_054","P_055","P_056","P_057","P_058","P_060","P_061","P_062","P_063","P_064","P_065","P_066","P_067","P_068","P_069","P_070","P_071","P_072","P_073","P_074","P_075","P_076","P_077","P_078","P_079","P_080","P_081","P_082","P_083","P_084","P_085","P_086","P_087","P_088","P_089","P_090","P_091","P_092","P_093","P_094","P_095","P_096","P_097","P_098","P_099","P_100","P_101","P_102","P_103","P_104","P_105","P_106","P_107","P_108","P_109","P_110","P_111","P_112","P_113","P_114","P_115","P_116","P_117","P_118","P_119","P_120","P_121","P_122","P_123","P_124","P_125","P_126","P_127","P_128","P_129","P_130","P_131","P_132","P_133","P_134","P_135_1","P_135_2","P_135_3","P_135_4","P_136_1","P_136_2","P_136_3","P_136_4","P_136_5","P_137","P_138_1","P_138_2","P_138_3","P_139","P_140","P_141","P_142","P_143","P_144","P_145","P_146","P_147","P_148","P_149","P_150","P_151","P_152","P_153","P_154","P_155","P_156","P_157","P_158","P_159","P_160","P_161","P_162","P_163","P_164","P_165","P_166","P_167","P_168","P_169","P_170","P_171","P_172","P_173","P_174","P_175","P_176","P_177","P_178","P_179","P_180","P_181","P_182","P_183","P_184","P_185","P_186","P_187","P_188","P_189","P_190","P_191","P_192","P_193","P_194","P_195","P_196","P_197","P_198","P_199","P_200","P_201","P_202","P_203","P_204","P_205","P_206","P_207","P_208","P_209","P_210_a","P_210_b","P_210_c","P_211","P_212","P_213","P_215","P_216","P_217","P_218","P_219","P_220","P_221","P_222","P_223_1","P_223_2","P_224","P_225","P_226_1","P_226_2","P_226_3","P_227","P_228","P_229","P_230","P_231_1","P_231_2","P_232","P_233","P_234","P_235","P_236","P_237","P_238","P_239","P_240","P_241","P_242","P_243","P_244","P_245","P_246","P_247","P_248","P_249","P_250","P_251","P_252","P_253","P_254","P_255","P_256","P_257","P_258","P_259","P_260","P_261","P_262","P_263","P_264","P_265","P_266","P_267","P_268","P_269","P_270","P_271","P_272","P_273","P_274","P_275","P_276","P_277","P_278","P_279","P_280","P_281","P_284","P_285","P_286","P_287","P_288","P_289","P_290","P_291","P_292","P_293","P_294","P_295","P_296","P_297","P_298","P_299","P_300","P_301","P_302","P_303","P_304","P_305","P_306","P_307","P_308","P_309","P_310","P_311","P_315","P_316","P_317","P_318","P_319","P_320","FEV","FEH","FEP"
6400,1,3,2,-88,1,60,2,1,4,9,1,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,3,2,2,-88,6,10,10,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,2,1,700000,0,0,200000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,30000,-88,300000,0,56000,1386000,4500000,250000,600000,2000000,200000,0,-88,0,300000,4,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,-88,2,4,4,2,2,2,1,4,2,2,-98,2,0,0,0,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,4,1,3,1,2,1,2,2,1,9,1,0,8,9,4,9,9,2,2,2,2,2,4,3,1,1,9,1,1,2,1,1,6,6,7,7,4,1,3,1,-88,-88,3,17,1,3,2,5,0,1,4,1,5,5001,1,17,-88,-88,12,-88,2,1,1,-88,1,1,3,4,10,-88,2,3,4,4,5,2,2,2,2,2,2,2,73,173,2,2,2,2,0,5,0,2,1,-88,0,6,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,175
6400,1,4,2,-88,1,60,2,1,4,9,1,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,3,2,2,-88,6,10,10,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,2,1,700000,0,0,200000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,30000,-88,300000,0,56000,1386000,4500000,250000,600000,2000000,200000,0,-88,0,300000,4,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,-88,2,4,4,2,2,2,1,4,2,2,-98,2,0,0,0,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,4,1,3,1,2,1,2,2,1,9,1,0,8,9,4,9,9,2,2,2,2,2,4,3,1,1,9,1,1,2,1,1,6,6,7,7,4,1,4,2,2,1,3,19,1,3,2,5,0,1,4,1,5,5001,1,19,-88,-88,12,-88,2,1,1,-88,8,3,7,8,2,-88,2,3,4,4,5,2,2,2,2,2,2,2,62,173,6,2,2,2,0,5,0,2,1,-88,0,6,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,323.25
6401,1,1,1,3,1,60,2,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,5,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,4,1,0,1,1,2,1,800000,0,0,100000,0,0,80000,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,30000,0,300000,30000,-88,250000,200000,500000,1810000,0,0,0,900000,400000,0,-88,0,0,1,9,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,1,3,2,-98,1,3,4,5,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,8,8,7,6,6,4,8,7,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,6,8,9,6,5,5,1,1,1,2,1,36,6,3,2,2,0,5,-88,4,-77,-888,1,36,-88,-88,12,-88,2,1,2,10,-88,-88,7,7,0,2,1,3,4,2,5,2,2,2,2,2,2,2,82,175,6,2,2,2,0,4,0,4,0,4,0,6,1,1,2,-88,-88,6,3,60,2,8,60,-98,-88,-88,1,1700000,1500000,12,10,0,0,0,0,0,0,0,0,2,1,0,-88,0,0,0,0,-88,0,0,0,7,-88,-88,-88,-88,0,2,-88,-88,139.4182825,139.5441989,192.5151515
6401,1,2,1,3,1,60,2,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,5,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,4,1,0,1,1,2,1,800000,0,0,100000,0,0,80000,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,30000,0,300000,30000,-88,250000,200000,500000,1810000,0,0,0,900000,400000,0,-88,0,0,1,9,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,1,3,2,-98,1,3,4,5,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,8,8,7,6,6,4,8,7,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,6,8,9,6,5,5,2,2,2,1,2,24,6,3,2,2,0,5,-88,4,-77,-888,1,24,-88,-88,12,-88,2,1,2,10,-88,-88,4,4,0,2,1,3,4,2,5,2,2,2,2,2,2,2,73,168,6,2,2,2,0,4,0,4,0,4,0,6,4,1,1,-88,-88,6,2,48,2,8,40,5,-88,-88,-88,-88,-88,12,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,2,2,0,0,0,2,-88,-88,139.4182825,139.5441989,123.1666667
6401,1,3,1,3,1,60,2,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,5,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,4,1,0,1,1,2,1,800000,0,0,100000,0,0,80000,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,30000,0,300000,30000,-88,250000,200000,500000,1810000,0,0,0,900000,400000,0,-88,0,0,1,9,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,1,3,2,-98,1,3,4,5,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,8,8,7,6,6,4,8,7,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,6,8,9,6,5,5,3,1,-88,-88,4,3,1,3,2,2,0,5,-88,4,-77,-888,1,3,-88,-88,-88,-88,-88,2,2,1,-88,-88,0,0,0,2,2,3,4,2,5,2,2,2,2,2,2,2,15,1,6,2,2,2,0,4,0,4,0,4,0,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,169
6401,1,4,1,3,1,60,2,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,5,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,4,1,0,1,1,2,1,800000,0,0,100000,0,0,80000,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,30000,0,300000,30000,-88,250000,200000,500000,1810000,0,0,0,900000,400000,0,-88,0,0,1,9,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,1,3,2,-98,1,3,4,5,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,8,8,7,6,6,4,8,7,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,6,8,9,6,5,5,4,2,2,1,14,21,1,3,2,1,6,5,-88,4,-77,-888,1,21,-88,-88,12,-88,2,1,1,-88,8,2,4,5,2,-88,3,3,4,2,5,2,2,2,2,2,2,2,64,175,6,2,2,2,0,4,0,4,1,-88,0,6,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,173.75
6401,1,5,1,3,1,60,2,1,4,9,1,4,1,0,0,1,1,0,2,0,4,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,8,1,5,6,1,0,3,2,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2,1,4,1,0,1,1,2,1,800000,0,0,100000,0,0,80000,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,500000,30000,0,300000,30000,-88,250000,200000,500000,1810000,0,0,0,900000,400000,0,-88,0,0,1,9,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,1,3,2,-98,1,3,4,5,5,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,8,8,7,6,6,4,8,7,2,2,2,2,2,3,2,1,1,7,1,2,-88,1,1,6,8,9,6,5,5,5,1,1,1,14,27,1,3,2,2,0,5,-88,4,-77,-888,1,27,-88,-88,12,-88,2,1,1,-88,8,2,4,5,1,-88,1,3,4,2,5,2,2,2,2,2,2,2,75,180,6,2,2,2,0,4,0,4,1,-88,0,6,4,1,2,-88,-88,6,2,48,2,8,40,5,-88,-88,-88,-88,-88,12,10,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,0,-88,0,0,0,0,-88,0,0,0,7,-88,-88,-88,0,0,2,-88,-88,139.4182825,139.5441989,416.75
6402,1,1,1,3,1,60,3,1,4,9,3,4,1,1,0,0,1,0,1,0,3,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,2,-88,-88,1,1,2,-88,2,-88,-88,-88,2,6,10,10,1,1,6,1,0,2,1,0,0,0,-88,-88,-88,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,3,0,0,700000,-88,-88,-88,-88,130000,300000,0,0,0,300000,-88,0,-88,0,0,800000,0,0,80000,0,-88,300000,20000,0,1200000,0,0,0,2000000,0,3000000,-88,0,0,3,10,2,1,1,1,1,2,2,2,2,2,2,2,2,2,-88,1,4,4,2,2,1,1,5,1,-98,-98,2,0,5,4,10,10,2,2,2,2,2,2,2,2,2,2,-88,-88,-88,-88,-88,-88,4,2,2,1,4,3,3,1,2,2,2,1,10,9,4,9,9,5,10,10,1,2,2,2,2,3,1,1,1,9,2,-88,-88,1,1,0,10,10,10,5,1,1,2,2,1,1,71,1,3,2,30,0,5,-88,1,5,5001,1,71,-88,-88,12,-88,2,1,2,1,-88,-88,4,4,0,2,1,3,2,2,5,2,2,2,2,2,2,2,48,150,2,2,1,1,1,-88,0,5,0,5,0,6,7,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,7,0,12000000,0,0,0,0,0,0,0,0,25,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,75.57142857
6403,1,1,2,-88,1,60,3,1,4,9,2,4,1,1,1,0,1,0,3,1,7,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,2,-88,2,-88,-88,-88,1,6,10,9,1,1,6,1,0,6,1,0,0,0,-88,-88,-88,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,0,0,600000,-88,-88,-88,-88,110000,180000,0,0,0,180000,-88,0,-88,0,0,450000,0,0,0,2000,-88,12000,0,45000,509000,0,0,0,300000,0,0,-88,0,0,4,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,1,1,3,2,1,1,3,0,0,0,9,9,2,1,2,2,2,1,2,2,2,2,-88,-88,-88,-88,-88,-88,2,2,2,3,3,2,2,2,2,2,2,2,9,2,0,10,9,4,5,9,2,2,2,2,2,3,3,1,1,9,2,-88,-88,1,1,3,5,9,10,4,5,1,1,1,2,1,82,1,4,1,-88,-88,-88,-88,-88,-88,-88,2,30,60,6017,12,-88,2,1,2,1,-88,-88,2,2,0,2,3,3,4,4,5,2,1,1,2,2,2,1,57,162,4,2,2,2,0,2,0,2,0,2,0,2,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,0,0,0,1,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,46.4
6404,1,1,1,1,1,60,2,1,4,6,3,3,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,1,1,2,-88,-88,-88,1,6,10,8,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,500000,0,0,130000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,0,-88,0,0,0,1000000,0,200000,150000,600000,0,0,-88,0,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,-98,2,2,3,3,2,1,10,10,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,5,4,5,3,3,3,2,2,2,7,7,6,6,9,3,5,5,3,2,2,2,2,2,2,1,1,1,1,2,-88,2,2,4,3,8,5,6,6,1,1,1,2,1,29,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,29,-88,-88,12,-88,2,1,2,2,-88,-88,4,4,0,2,3,3,5,5,1,2,2,2,2,2,2,2,72,156,6,2,2,2,0,1,0,1,0,1,0,2,1,1,2,-88,-88,4,3,8,2,1,40,5,-88,-88,6,12000000,12000000,12,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.4182825,139.5441989,231
6404,1,2,1,1,1,60,2,1,4,6,3,3,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,1,1,2,-88,-88,-88,1,6,10,8,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,500000,0,0,130000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,0,-88,0,0,0,1000000,0,200000,150000,600000,0,0,-88,0,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,-98,2,2,3,3,2,1,10,10,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,5,4,5,3,3,3,2,2,2,7,7,6,6,9,3,5,5,3,2,2,2,2,2,2,1,1,1,1,2,-88,2,2,4,3,8,5,6,6,2,1,1,2,7,28,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,28,-88,-88,12,-88,2,1,2,10,-88,-88,4,4,0,2,3,3,5,5,1,2,2,2,2,2,2,2,75,178,5,2,2,2,0,1,0,1,0,1,0,2,2,1,2,-88,-88,4,3,8,2,1,40,5,-88,-88,6,12000000,12000000,12,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,0,2,-88,-88,139.4182825,139.5441989,275.5
6404,1,3,1,1,1,60,2,1,4,6,3,3,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,1,1,2,-88,-88,-88,1,6,10,8,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,500000,0,0,130000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,0,-88,0,0,0,1000000,0,200000,150000,600000,0,0,-88,0,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,-98,2,2,3,3,2,1,10,10,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,5,4,5,3,3,3,2,2,2,7,7,6,6,9,3,5,5,3,2,2,2,2,2,2,1,1,1,1,2,-88,2,2,4,3,8,5,6,6,3,2,2,1,6,63,4,3,1,-88,-88,-88,-88,-88,-88,-88,1,63,-88,-88,12,-88,2,1,2,4,-88,-88,2,2,0,2,3,3,5,5,5,2,2,2,1,2,2,1,72,165,6,2,2,2,0,1,0,1,0,1,0,2,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,0,0,0,3,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,76.90697674
6404,1,4,1,1,1,60,2,1,4,6,3,3,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,2,-88,-88,-88,1,1,2,1,1,1,1,2,-88,-88,-88,1,6,10,8,1,4,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,500000,0,0,130000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1000000,0,0,0,0,-88,0,0,0,1000000,0,200000,150000,600000,0,0,-88,0,0,4,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-88,2,4,4,2,2,2,1,4,-98,2,2,3,3,2,1,10,10,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,5,4,5,3,3,3,2,2,2,7,7,6,6,9,3,5,5,3,2,2,2,2,2,2,1,1,1,1,2,-88,2,2,4,3,8,5,6,6,4,1,-88,-88,7,14,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,14,-88,-88,-88,-88,-88,1,1,-88,1,1,4,5,2,-88,3,3,5,5,5,2,2,2,2,2,2,2,58,160,5,2,2,2,0,1,0,1,0,1,0,2,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,188.6666667
6405,1,1,1,3,1,60,2,1,5,10,2,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,10,1,5,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,1,1100000,0,0,600000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1800000,0,0,0,0,-88,0,0,0,1800000,0,800000,400000,1600000,0,0,-88,0,0,4,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,-88,2,5,5,2,2,2,1,5,2,-98,2,2,5,3,5,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,4,2,2,2,2,10,9,10,10,10,4,10,10,3,2,2,2,2,2,3,1,1,10,1,2,-88,2,2,8,5,8,10,5,5,1,2,2,1,1,62,6,3,1,-88,-88,-88,-88,-88,-88,-88,1,62,-88,-88,19,20,2,1,2,4,-88,-88,5,5,0,2,3,3,4,4,5,2,2,2,2,2,2,1,74,150,6,2,2,2,0,1,0,2,0,1,0,1,9,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,9,0,0,0,0,0,0,0,0,0,0,4,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,76.90697674
6405,1,2,1,3,1,60,2,1,5,10,2,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,10,1,5,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,1,1100000,0,0,600000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1800000,0,0,0,0,-88,0,0,0,1800000,0,800000,400000,1600000,0,0,-88,0,0,4,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,-88,2,5,5,2,2,2,1,5,2,-98,2,2,5,3,5,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,4,2,2,2,2,10,9,10,10,10,4,10,10,3,2,2,2,2,2,3,1,1,10,1,2,-88,2,2,8,5,8,10,5,5,2,1,2,2,2,58,6,3,1,-88,-88,-88,-88,-88,-88,-88,1,58,-88,-88,12,-88,2,1,2,10,-88,-88,2,2,0,2,3,3,4,4,1,2,2,2,2,2,2,2,80,170,6,2,2,2,0,1,0,2,0,1,0,1,4,-99,-99,-88,-88,1,2,8,1,1,30,5,-88,-88,-88,-88,-88,0,10,-88,-88,-88,-88,-88,-88,-88,-88,-88,4,0,-88,0,0,0,0,-88,0,0,0,0,2,2,-88,0,0,2,-88,-88,139.4182825,139.5441989,136.5909091
6405,1,3,1,3,1,60,2,1,5,10,2,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,10,1,5,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,1,1100000,0,0,600000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1800000,0,0,0,0,-88,0,0,0,1800000,0,800000,400000,1600000,0,0,-88,0,0,4,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,-88,2,5,5,2,2,2,1,5,2,-98,2,2,5,3,5,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,4,2,2,2,2,10,9,10,10,10,4,10,10,3,2,2,2,2,2,3,1,1,10,1,2,-88,2,2,8,5,8,10,5,5,3,1,-88,-88,15,15,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,15,-88,-88,12,-88,2,1,1,-88,1,2,3,4,6,-88,3,3,4,4,5,2,2,2,2,2,2,2,45,160,6,2,2,2,0,1,0,2,0,1,0,1,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,6,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,192.8333333
6405,1,4,1,3,1,60,2,1,5,10,2,4,1,0,0,1,1,0,3,0,5,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,-88,1,1,2,2,-88,6,10,10,1,5,6,1,0,4,3,0,0,0,-88,-88,-88,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,1,1100000,0,0,600000,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,0,0,1800000,0,0,0,0,-88,0,0,0,1800000,0,800000,400000,1600000,0,0,-88,0,0,4,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,-88,2,5,5,2,2,2,1,5,2,-98,2,2,5,3,5,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,4,2,2,2,2,10,9,10,10,10,4,10,10,3,2,2,2,2,2,3,1,1,10,1,2,-88,2,2,8,5,8,10,5,5,4,2,2,1,15,31,1,3,1,-88,-88,-88,-88,-88,-88,-88,1,31,-88,-88,12,-88,2,1,2,12,-88,-88,0,0,0,2,3,3,4,4,5,2,1,1,1,1,1,1,51,165,6,2,2,2,0,1,0,2,0,1,0,1,8,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,8,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,-88,2,-88,-88,139.4182825,139.5441989,184.6756757
